#EPSG;Name;IsGeographic
2683;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 49";False
2684;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 50";False
2685;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 51";False
2686;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 52";False
2687;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 53";False
2688;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 54";False
2689;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 55";False
2690;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 56";False
2691;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 57";False
2692;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 58";False
2693;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 59";False
2694;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 60 (deprecated)";False
2695;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 61";False
2696;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 62";False
2697;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 63";False
2698;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 64";False
2699;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E";False
2700;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E";False
2701;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E";False
2702;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E";False
2703;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E";False
2704;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E";False
2705;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E";False
2706;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E";False
2707;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E";False
2708;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E";False
2709;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E";False
2710;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E";False
2711;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E";False
2712;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E";False
2713;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E";False
2714;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E";False
2715;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E";False
2716;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E";False
2717;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E";False
2718;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E";False
2719;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E";False
2720;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E";False
2721;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E";False
2722;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E";False
2723;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E";False
2724;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E";False
2725;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E";False
2726;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E";False
2727;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E";False
2728;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E";False
2729;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E";False
2730;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E";False
2731;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E";False
2732;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E";False
2733;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E";False
2734;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E";False
2735;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E";False
2736;"Tete / UTM zone 36S";False
2737;"Tete / UTM zone 37S";False
2738;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E";False
2739;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E";False
2740;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E";False
2741;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E";False
2742;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E";False
2743;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E";False
2744;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E";False
2745;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E";False
2746;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E";False
2747;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E";False
2748;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E";False
2749;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E";False
2750;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E";False
2751;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E";False
2752;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E";False
2753;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E";False
2754;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E";False
2755;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W";False
2756;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W";False
2757;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W";False
2758;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W";False
2759;"NAD83(HARN) / Alabama East";False
2760;"NAD83(HARN) / Alabama West";False
2761;"NAD83(HARN) / Arizona East";False
2762;"NAD83(HARN) / Arizona Central";False
2763;"NAD83(HARN) / Arizona West";False
2764;"NAD83(HARN) / Arkansas North";False
2765;"NAD83(HARN) / Arkansas South";False
2766;"NAD83(HARN) / California zone 1";False
2767;"NAD83(HARN) / California zone 2";False
2768;"NAD83(HARN) / California zone 3";False
2769;"NAD83(HARN) / California zone 4";False
2770;"NAD83(HARN) / California zone 5";False
2771;"NAD83(HARN) / California zone 6";False
2772;"NAD83(HARN) / Colorado North";False
2773;"NAD83(HARN) / Colorado Central";False
2774;"NAD83(HARN) / Colorado South";False
2775;"NAD83(HARN) / Connecticut";False
2776;"NAD83(HARN) / Delaware";False
2777;"NAD83(HARN) / Florida East";False
2778;"NAD83(HARN) / Florida West";False
2779;"NAD83(HARN) / Florida North";False
2780;"NAD83(HARN) / Georgia East";False
2781;"NAD83(HARN) / Georgia West";False
2782;"NAD83(HARN) / Hawaii zone 1";False
2783;"NAD83(HARN) / Hawaii zone 2";False
2784;"NAD83(HARN) / Hawaii zone 3";False
2785;"NAD83(HARN) / Hawaii zone 4";False
2786;"NAD83(HARN) / Hawaii zone 5";False
2787;"NAD83(HARN) / Idaho East";False
2788;"NAD83(HARN) / Idaho Central";False
2789;"NAD83(HARN) / Idaho West";False
2790;"NAD83(HARN) / Illinois East";False
2791;"NAD83(HARN) / Illinois West";False
2792;"NAD83(HARN) / Indiana East";False
2793;"NAD83(HARN) / Indiana West";False
2794;"NAD83(HARN) / Iowa North";False
2795;"NAD83(HARN) / Iowa South";False
2796;"NAD83(HARN) / Kansas North";False
2797;"NAD83(HARN) / Kansas South";False
2798;"NAD83(HARN) / Kentucky North";False
2799;"NAD83(HARN) / Kentucky South";False
2800;"NAD83(HARN) / Louisiana North";False
2801;"NAD83(HARN) / Louisiana South";False
2802;"NAD83(HARN) / Maine East";False
2803;"NAD83(HARN) / Maine West";False
2804;"NAD83(HARN) / Maryland";False
2805;"NAD83(HARN) / Massachusetts Mainland";False
2806;"NAD83(HARN) / Massachusetts Island";False
2807;"NAD83(HARN) / Michigan North";False
2808;"NAD83(HARN) / Michigan Central";False
2809;"NAD83(HARN) / Michigan South";False
2810;"NAD83(HARN) / Minnesota North";False
2811;"NAD83(HARN) / Minnesota Central";False
2812;"NAD83(HARN) / Minnesota South";False
2813;"NAD83(HARN) / Mississippi East";False
2814;"NAD83(HARN) / Mississippi West";False
2815;"NAD83(HARN) / Missouri East";False
2816;"NAD83(HARN) / Missouri Central";False
2817;"NAD83(HARN) / Missouri West";False
2818;"NAD83(HARN) / Montana";False
2819;"NAD83(HARN) / Nebraska";False
2820;"NAD83(HARN) / Nevada East";False
2821;"NAD83(HARN) / Nevada Central";False
2822;"NAD83(HARN) / Nevada West";False
2823;"NAD83(HARN) / New Hampshire";False
2824;"NAD83(HARN) / New Jersey";False
2825;"NAD83(HARN) / New Mexico East";False
2826;"NAD83(HARN) / New Mexico Central";False
2827;"NAD83(HARN) / New Mexico West";False
2828;"NAD83(HARN) / New York East";False
2829;"NAD83(HARN) / New York Central";False
2830;"NAD83(HARN) / New York West";False
2831;"NAD83(HARN) / New York Long Island";False
2832;"NAD83(HARN) / North Dakota North";False
2833;"NAD83(HARN) / North Dakota South";False
2834;"NAD83(HARN) / Ohio North";False
2835;"NAD83(HARN) / Ohio South";False
2836;"NAD83(HARN) / Oklahoma North";False
2837;"NAD83(HARN) / Oklahoma South";False
2838;"NAD83(HARN) / Oregon North";False
2839;"NAD83(HARN) / Oregon South";False
2840;"NAD83(HARN) / Rhode Island";False
2841;"NAD83(HARN) / South Dakota North";False
2842;"NAD83(HARN) / South Dakota South";False
2843;"NAD83(HARN) / Tennessee";False
2844;"NAD83(HARN) / Texas North";False
2845;"NAD83(HARN) / Texas North Central";False
2846;"NAD83(HARN) / Texas Central";False
2847;"NAD83(HARN) / Texas South Central";False
2848;"NAD83(HARN) / Texas South";False
2849;"NAD83(HARN) / Utah North";False
2850;"NAD83(HARN) / Utah Central";False
2851;"NAD83(HARN) / Utah South";False
2852;"NAD83(HARN) / Vermont";False
2853;"NAD83(HARN) / Virginia North";False
2854;"NAD83(HARN) / Virginia South";False
2855;"NAD83(HARN) / Washington North";False
2856;"NAD83(HARN) / Washington South";False
2857;"NAD83(HARN) / West Virginia North";False
2858;"NAD83(HARN) / West Virginia South";False
2859;"NAD83(HARN) / Wisconsin North";False
2860;"NAD83(HARN) / Wisconsin Central";False
2861;"NAD83(HARN) / Wisconsin South";False
2862;"NAD83(HARN) / Wyoming East";False
2863;"NAD83(HARN) / Wyoming East Central";False
2864;"NAD83(HARN) / Wyoming West Central";False
2865;"NAD83(HARN) / Wyoming West";False
2866;"NAD83(HARN) / Puerto Rico and Virgin Is.";False
2867;"NAD83(HARN) / Arizona East (ft)";False
2868;"NAD83(HARN) / Arizona Central (ft)";False
2869;"NAD83(HARN) / Arizona West (ft)";False
2870;"NAD83(HARN) / California zone 1 (ftUS)";False
2871;"NAD83(HARN) / California zone 2 (ftUS)";False
2872;"NAD83(HARN) / California zone 3 (ftUS)";False
2873;"NAD83(HARN) / California zone 4 (ftUS)";False
2874;"NAD83(HARN) / California zone 5 (ftUS)";False
2875;"NAD83(HARN) / California zone 6 (ftUS)";False
2876;"NAD83(HARN) / Colorado North (ftUS)";False
2877;"NAD83(HARN) / Colorado Central (ftUS)";False
2878;"NAD83(HARN) / Colorado South (ftUS)";False
2879;"NAD83(HARN) / Connecticut (ftUS)";False
2880;"NAD83(HARN) / Delaware (ftUS)";False
2881;"NAD83(HARN) / Florida East (ftUS)";False
2882;"NAD83(HARN) / Florida West (ftUS)";False
2883;"NAD83(HARN) / Florida North (ftUS)";False
2884;"NAD83(HARN) / Georgia East (ftUS)";False
2885;"NAD83(HARN) / Georgia West (ftUS)";False
2886;"NAD83(HARN) / Idaho East (ftUS)";False
2887;"NAD83(HARN) / Idaho Central (ftUS)";False
2888;"NAD83(HARN) / Idaho West (ftUS)";False
2889;"NAD83(HARN) / Indiana East (ftUS) (deprecated)";False
2890;"NAD83(HARN) / Indiana West (ftUS) (deprecated)";False
2891;"NAD83(HARN) / Kentucky North (ftUS)";False
2892;"NAD83(HARN) / Kentucky South (ftUS)";False
2893;"NAD83(HARN) / Maryland (ftUS)";False
2894;"NAD83(HARN) / Massachusetts Mainland (ftUS)";False
2895;"NAD83(HARN) / Massachusetts Island (ftUS)";False
2896;"NAD83(HARN) / Michigan North (ft)";False
2897;"NAD83(HARN) / Michigan Central (ft)";False
2898;"NAD83(HARN) / Michigan South (ft)";False
2899;"NAD83(HARN) / Mississippi East (ftUS)";False
2900;"NAD83(HARN) / Mississippi West (ftUS)";False
2901;"NAD83(HARN) / Montana (ft)";False
2902;"NAD83(HARN) / New Mexico East (ftUS)";False
2903;"NAD83(HARN) / New Mexico Central (ftUS)";False
2904;"NAD83(HARN) / New Mexico West (ftUS)";False
2905;"NAD83(HARN) / New York East (ftUS)";False
2906;"NAD83(HARN) / New York Central (ftUS)";False
2907;"NAD83(HARN) / New York West (ftUS)";False
2908;"NAD83(HARN) / New York Long Island (ftUS)";False
2909;"NAD83(HARN) / North Dakota North (ft)";False
2910;"NAD83(HARN) / North Dakota South (ft)";False
2911;"NAD83(HARN) / Oklahoma North (ftUS)";False
2912;"NAD83(HARN) / Oklahoma South (ftUS)";False
2913;"NAD83(HARN) / Oregon North (ft)";False
2914;"NAD83(HARN) / Oregon South (ft)";False
2915;"NAD83(HARN) / Tennessee (ftUS)";False
2916;"NAD83(HARN) / Texas North (ftUS)";False
2917;"NAD83(HARN) / Texas North Central (ftUS)";False
2918;"NAD83(HARN) / Texas Central (ftUS)";False
2919;"NAD83(HARN) / Texas South Central (ftUS)";False
2920;"NAD83(HARN) / Texas South (ftUS)";False
2921;"NAD83(HARN) / Utah North (ft)";False
2922;"NAD83(HARN) / Utah Central (ft)";False
2923;"NAD83(HARN) / Utah South (ft)";False
2924;"NAD83(HARN) / Virginia North (ftUS)";False
2925;"NAD83(HARN) / Virginia South (ftUS)";False
2926;"NAD83(HARN) / Washington North (ftUS)";False
2927;"NAD83(HARN) / Washington South (ftUS)";False
2928;"NAD83(HARN) / Wisconsin North (ftUS)";False
2929;"NAD83(HARN) / Wisconsin Central (ftUS)";False
2930;"NAD83(HARN) / Wisconsin South (ftUS)";False
2931;"Beduaram / TM 13 NE";False
2932;"QND95 / Qatar National Grid";False
2933;"Segara / UTM zone 50S";False
2934;"Segara (Jakarta) / NEIEZ (deprecated)";False
2935;"Pulkovo 1942 / CS63 zone A1";False
2936;"Pulkovo 1942 / CS63 zone A2";False
2937;"Pulkovo 1942 / CS63 zone A3";False
2938;"Pulkovo 1942 / CS63 zone A4";False
2939;"Pulkovo 1942 / CS63 zone K2";False
2940;"Pulkovo 1942 / CS63 zone K3";False
2941;"Pulkovo 1942 / CS63 zone K4";False
2942;"Porto Santo / UTM zone 28N";False
2943;"Selvagem Grande / UTM zone 28N";False
2944;"NAD83(CSRS) / SCoPQ zone 2 (deprecated)";False
2945;"NAD83(CSRS) / MTM zone 3";False
2946;"NAD83(CSRS) / MTM zone 4";False
2947;"NAD83(CSRS) / MTM zone 5";False
2948;"NAD83(CSRS) / MTM zone 6";False
2949;"NAD83(CSRS) / MTM zone 7";False
2950;"NAD83(CSRS) / MTM zone 8";False
2951;"NAD83(CSRS) / MTM zone 9";False
2952;"NAD83(CSRS) / MTM zone 10";False
2953;"NAD83(CSRS) / New Brunswick Stereographic";False
2954;"NAD83(CSRS) / Prince Edward Isl. Stereographic (NAD83)";False
2955;"NAD83(CSRS) / UTM zone 11N";False
2956;"NAD83(CSRS) / UTM zone 12N";False
2957;"NAD83(CSRS) / UTM zone 13N";False
2958;"NAD83(CSRS) / UTM zone 17N";False
2959;"NAD83(CSRS) / UTM zone 18N";False
2960;"NAD83(CSRS) / UTM zone 19N";False
2961;"NAD83(CSRS) / UTM zone 20N";False
2962;"NAD83(CSRS) / UTM zone 21N";False
2964;"NAD27 / Alaska Albers";False
2965;"NAD83 / Indiana East (ftUS)";False
2966;"NAD83 / Indiana West (ftUS)";False
2967;"NAD83(HARN) / Indiana East (ftUS)";False
2968;"NAD83(HARN) / Indiana West (ftUS)";False
2969;"Fort Marigot / UTM zone 20N";False
2970;"Guadeloupe 1948 / UTM zone 20N";False
2971;"CSG67 / UTM zone 22N";False
2972;"RGFG95 / UTM zone 22N";False
2973;"Martinique 1938 / UTM zone 20N";False
2975;"RGR92 / UTM zone 40S";False
2976;"Tahiti 52 / UTM zone 6S";False
2977;"Tahaa 54 / UTM zone 5S";False
2978;"IGN72 Nuku Hiva / UTM zone 7S";False
2979;"K0 1949 / UTM zone 42S (deprecated)";False
2980;"Combani 1950 / UTM zone 38S";False
2981;"IGN56 Lifou / UTM zone 58S";False
2982;"IGN72 Grand Terre / UTM zone 58S (deprecated)";False
2983;"ST87 Ouvea / UTM zone 58S (deprecated)";False
2984;"RGNC 1991 / Lambert New Caledonia (deprecated)";False
2987;"Saint Pierre et Miquelon 1950 / UTM zone 21N";False
2988;"MOP78 / UTM zone 1S";False
2989;"RRAF 1991 / UTM zone 20N (deprecated)";False
2990;"Reunion 1947 / TM Reunion (deprecated)";False
2991;"NAD83 / Oregon Lambert";False
2992;"NAD83 / Oregon Lambert (ft)";False
2993;"NAD83(HARN) / Oregon Lambert";False
2994;"NAD83(HARN) / Oregon Lambert (ft)";False
2995;"IGN53 Mare / UTM zone 58S";False
2996;"ST84 Ile des Pins / UTM zone 58S";False
2997;"ST71 Belep / UTM zone 58S";False
2998;"NEA74 Noumea / UTM zone 58S";False
2999;"Grand Comoros / UTM zone 38S";False
3000;"Segara / NEIEZ";False
3001;"Batavia / NEIEZ";False
3002;"Makassar / NEIEZ";False
3003;"Monte Mario / Italy zone 1";False
3004;"Monte Mario / Italy zone 2";False
3005;"NAD83 / BC Albers";False
3006;"SWEREF99 TM";False
3007;"SWEREF99 12 00";False
3008;"SWEREF99 13 30";False
3009;"SWEREF99 15 00";False
3010;"SWEREF99 16 30";False
3011;"SWEREF99 18 00";False
3012;"SWEREF99 14 15";False
3013;"SWEREF99 15 45";False
3014;"SWEREF99 17 15";False
3015;"SWEREF99 18 45";False
3016;"SWEREF99 20 15";False
3017;"SWEREF99 21 45";False
3018;"SWEREF99 23 15";False
3019;"RT90 7.5 gon V";False
3020;"RT90 5 gon V";False
3021;"RT90 2.5 gon V";False
3022;"RT90 0 gon";False
3023;"RT90 2.5 gon O";False
3024;"RT90 5 gon O";False
3025;"RT38 7.5 gon V";False
3026;"RT38 5 gon V";False
3027;"RT38 2.5 gon V";False
3028;"RT38 0 gon";False
3029;"RT38 2.5 gon O";False
3030;"RT38 5 gon O";False
3031;"WGS 84 / Antarctic Polar Stereographic";False
3032;"WGS 84 / Australian Antarctic Polar Stereographic";False
3033;"WGS 84 / Australian Antarctic Lambert";False
3034;"ETRS89 / LCC Europe";False
3035;"ETRS89 / LAEA Europe";False
3036;"Moznet / UTM zone 36S";False
3037;"Moznet / UTM zone 37S";False
3038;"ETRS89 / TM26";False
3039;"ETRS89 / TM27";False
3040;"ETRS89 / TM28";False
3041;"ETRS89 / TM29";False
3042;"ETRS89 / TM30";False
3043;"ETRS89 / TM31";False
3044;"ETRS89 / TM32";False
3045;"ETRS89 / TM33";False
3046;"ETRS89 / TM34";False
3047;"ETRS89 / TM35";False
3048;"ETRS89 / TM36";False
3049;"ETRS89 / TM37";False
3050;"ETRS89 / TM38";False
3051;"ETRS89 / TM39";False
3057;"ISN93 / Lambert 1993";False
3058;"Helle 1954 / Jan Mayen Grid";False
3059;"LKS92 / Latvia TM";False
3060;"IGN72 Grande Terre / UTM zone 58S";False
3061;"Porto Santo 1995 / UTM zone 28N";False
3062;"Azores Oriental 1995 / UTM zone 26N";False
3063;"Azores Central 1995 / UTM zone 26N";False
3064;"IGM95 / UTM zone 32N";False
3065;"IGM95 / UTM zone 33N";False
3066;"ED50 / Jordan TM";False
3067;"ETRS89 / TM35FIN(E,N)";False
3068;"DHDN / Soldner Berlin";False
3069;"NAD27 / Wisconsin Transverse Mercator";False
3070;"NAD83 / Wisconsin Transverse Mercator";False
3071;"NAD83(HARN) / Wisconsin Transverse Mercator";False
3072;"NAD83 / Maine CS2000 East";False
3073;"NAD83 / Maine CS2000 Central (deprecated)";False
3074;"NAD83 / Maine CS2000 West";False
3075;"NAD83(HARN) / Maine CS2000 East";False
3076;"NAD83(HARN) / Maine CS2000 Central (deprecated)";False
3077;"NAD83(HARN) / Maine CS2000 West";False
3078;"NAD83 / Michigan Oblique Mercator";False
3079;"NAD83(HARN) / Michigan Oblique Mercator";False
3080;"NAD27 / Shackleford";False
3081;"NAD83 / Texas State Mapping System";False
3082;"NAD83 / Texas Centric Lambert Conformal";False
3083;"NAD83 / Texas Centric Albers Equal Area";False
3084;"NAD83(HARN) / Texas Centric Lambert Conformal";False
3085;"NAD83(HARN) / Texas Centric Albers Equal Area";False
3086;"NAD83 / Florida GDL Albers";False
3087;"NAD83(HARN) / Florida GDL Albers";False
3088;"NAD83 / Kentucky Single Zone";False
3089;"NAD83 / Kentucky Single Zone (ftUS)";False
3090;"NAD83(HARN) / Kentucky Single Zone";False
3091;"NAD83(HARN) / Kentucky Single Zone (ftUS)";False
3092;"Tokyo / UTM zone 51N";False
3093;"Tokyo / UTM zone 52N";False
3094;"Tokyo / UTM zone 53N";False
3095;"Tokyo / UTM zone 54N";False
3096;"Tokyo / UTM zone 55N";False
3097;"JGD2000 / UTM zone 51N";False
3098;"JGD2000 / UTM zone 52N";False
3099;"JGD2000 / UTM zone 53N";False
3100;"JGD2000 / UTM zone 54N";False
3101;"JGD2000 / UTM zone 55N";False
3102;"American Samoa 1962 / American Samoa Lambert";False
3103;"Mauritania 1999 / UTM zone 28N (deprecated)";False
3104;"Mauritania 1999 / UTM zone 29N (deprecated)";False
3105;"Mauritania 1999 / UTM zone 30N (deprecated)";False
3106;"Gulshan 303 / Bangladesh Transverse Mercator";False
3107;"GDA94 / SA Lambert";False
3108;"ETRS89 / Guernsey Grid";False
3109;"ETRS89 / Jersey Transverse Mercator";False
3110;"AGD66 / Vicgrid66";False
3111;"GDA94 / Vicgrid94";False
3112;"GDA94 / Geoscience Australia Lambert";False
3113;"GDA94 / BCSG02";False
3114;"MAGNA-SIRGAS / Colombia Far West zone";False
3115;"MAGNA-SIRGAS / Colombia West zone";False
3116;"MAGNA-SIRGAS / Colombia Bogota zone";False
3117;"MAGNA-SIRGAS / Colombia East Central zone";False
3118;"MAGNA-SIRGAS / Colombia East zone";False
3119;"Douala 1948 / AEF west";False
3120;"Pulkovo 1942(58) / Poland zone I";False
3121;"PRS92 / Philippines zone 1";False
3122;"PRS92 / Philippines zone 2";False
3123;"PRS92 / Philippines zone 3";False
3124;"PRS92 / Philippines zone 4";False
3125;"PRS92 / Philippines zone 5";False
3126;"ETRS89 / ETRS-GK19FIN";False
3127;"ETRS89 / ETRS-GK20FIN";False
3128;"ETRS89 / ETRS-GK21FIN";False
3129;"ETRS89 / ETRS-GK22FIN";False
3130;"ETRS89 / ETRS-GK23FIN";False
3131;"ETRS89 / ETRS-GK24FIN";False
3132;"ETRS89 / ETRS-GK25FIN";False
3133;"ETRS89 / ETRS-GK26FIN";False
3134;"ETRS89 / ETRS-GK27FIN";False
3135;"ETRS89 / ETRS-GK28FIN";False
3136;"ETRS89 / ETRS-GK29FIN";False
3137;"ETRS89 / ETRS-GK30FIN";False
3138;"ETRS89 / ETRS-GK31FIN";False
3140;"Viti Levu 1912 / Viti Levu Grid";False
3141;"Fiji 1956 / UTM zone 60S";False
3142;"Fiji 1956 / UTM zone 1S";False
3143;"Fiji 1986 / Fiji Map Grid (deprecated)";False
3146;"Pulkovo 1942 / 3-degree Gauss-Kruger zone 6";False
3147;"Pulkovo 1942 / 3-degree Gauss-Kruger CM 18E";False
3148;"Indian 1960 / UTM zone 48N";False
3149;"Indian 1960 / UTM zone 49N";False
3150;"Pulkovo 1995 / 3-degree Gauss-Kruger zone 6";False
3151;"Pulkovo 1995 / 3-degree Gauss-Kruger CM 18E";False
3152;"ST74";False
3153;"NAD83(CSRS) / BC Albers";False
3154;"NAD83(CSRS) / UTM zone 7N";False
3155;"NAD83(CSRS) / UTM zone 8N";False
3156;"NAD83(CSRS) / UTM zone 9N";False
3157;"NAD83(CSRS) / UTM zone 10N";False
3158;"NAD83(CSRS) / UTM zone 14N";False
3159;"NAD83(CSRS) / UTM zone 15N";False
3160;"NAD83(CSRS) / UTM zone 16N";False
3161;"NAD83 / Ontario MNR Lambert";False
3162;"NAD83(CSRS) / Ontario MNR Lambert";False
3163;"RGNC91-93 / Lambert New Caledonia";False
3164;"ST87 Ouvea / UTM zone 58S";False
3165;"NEA74 Noumea / Noumea Lambert";False
3166;"NEA74 Noumea / Noumea Lambert 2";False
3167;"Kertau (RSO) / RSO Malaya (ch)";False
3168;"Kertau (RSO) / RSO Malaya (m)";False
3169;"RGNC91-93 / UTM zone 57S";False
3170;"RGNC91-93 / UTM zone 58S";False
3171;"RGNC91-93 / UTM zone 59S";False
3172;"IGN53 Mare / UTM zone 59S";False
3174;"NAD83 / Great Lakes Albers";False
3175;"NAD83 / Great Lakes and St Lawrence Albers";False
3176;"Indian 1960 / TM 106 NE";False
3177;"LGD2006 / Libya TM";False
3178;"GR96 / UTM zone 18N";False
3179;"GR96 / UTM zone 19N";False
3180;"GR96 / UTM zone 20N";False
3181;"GR96 / UTM zone 21N";False
3182;"GR96 / UTM zone 22N";False
3183;"GR96 / UTM zone 23N";False
3184;"GR96 / UTM zone 24N";False
3185;"GR96 / UTM zone 25N";False
3186;"GR96 / UTM zone 26N";False
3187;"GR96 / UTM zone 27N";False
3188;"GR96 / UTM zone 28N";False
3189;"GR96 / UTM zone 29N";False
3190;"LGD2006 / Libya TM zone 5";False
3191;"LGD2006 / Libya TM zone 6";False
3192;"LGD2006 / Libya TM zone 7";False
3193;"LGD2006 / Libya TM zone 8";False
3194;"LGD2006 / Libya TM zone 9";False
3195;"LGD2006 / Libya TM zone 10";False
3196;"LGD2006 / Libya TM zone 11";False
3197;"LGD2006 / Libya TM zone 12";False
3198;"LGD2006 / Libya TM zone 13";False
3199;"LGD2006 / UTM zone 32N";False
3200;"FD58 / Iraq zone";False
3201;"LGD2006 / UTM zone 33N";False
3202;"LGD2006 / UTM zone 34N";False
3203;"LGD2006 / UTM zone 35N";False
3204;"WGS 84 / SCAR IMW SP19-20";False
3205;"WGS 84 / SCAR IMW SP21-22";False
3206;"WGS 84 / SCAR IMW SP23-24";False
3207;"WGS 84 / SCAR IMW SQ01-02";False
3208;"WGS 84 / SCAR IMW SQ19-20";False
3209;"WGS 84 / SCAR IMW SQ21-22";False
3210;"WGS 84 / SCAR IMW SQ37-38";False
3211;"WGS 84 / SCAR IMW SQ39-40";False
3212;"WGS 84 / SCAR IMW SQ41-42";False
3213;"WGS 84 / SCAR IMW SQ43-44";False
3214;"WGS 84 / SCAR IMW SQ45-46";False
3215;"WGS 84 / SCAR IMW SQ47-48";False
3216;"WGS 84 / SCAR IMW SQ49-50";False
3217;"WGS 84 / SCAR IMW SQ51-52";False
3218;"WGS 84 / SCAR IMW SQ53-54";False
3219;"WGS 84 / SCAR IMW SQ55-56";False
3220;"WGS 84 / SCAR IMW SQ57-58";False
3221;"WGS 84 / SCAR IMW SR13-14";False
3222;"WGS 84 / SCAR IMW SR15-16";False
3223;"WGS 84 / SCAR IMW SR17-18";False
3224;"WGS 84 / SCAR IMW SR19-20";False
3225;"WGS 84 / SCAR IMW SR27-28";False
3226;"WGS 84 / SCAR IMW SR29-30";False
3227;"WGS 84 / SCAR IMW SR31-32";False
3228;"WGS 84 / SCAR IMW SR33-34";False
3229;"WGS 84 / SCAR IMW SR35-36";False
3230;"WGS 84 / SCAR IMW SR37-38";False
3231;"WGS 84 / SCAR IMW SR39-40";False
3232;"WGS 84 / SCAR IMW SR41-42";False
3233;"WGS 84 / SCAR IMW SR43-44";False
3234;"WGS 84 / SCAR IMW SR45-46";False
3235;"WGS 84 / SCAR IMW SR47-48";False
3236;"WGS 84 / SCAR IMW SR49-50";False
